"Anne Archer","actor","Fatal Attraction", "true"
"Anne Bancroft","actor","Graduate, The", "true"
"Anne Bancroft","actor","Miracle Worker, The", "true"
"Anne Baxter","actor","Razors Edge, The", "true"
"Anne Baxter","actor","All About Eve", "true"
"Anne Francis","actor","Funny Girl", "true"
"Anne Haney","actor","Liar Liar", "true"
"Anne Hathaway","actor","The Dark Knight Rises", "true"
"Anne Hathaway","actor","Alice in Wonderland", "true"
"Anne Revere","actor","National Velvet", "true"
"Anne Revere","actor","Place in the Sun, A", "true"
"Anne Revere","actor","Gentlemans Agreement", "true"
"Annette Bening","actor","American Beauty", "true"
"Annie Corley","actor","Monster", "true"
"Anthony Daniels","actor","Star Wars: Episode V - The Empire Strikes Back", "true"
"Anthony Daniels","actor","Star Wars: Episode VI - Return of the Jedi", "true"
"Anthony Edwards","actor","Top Gun", "true"
"Anthony Heald","actor","Silence of the Lambs, The", "true"
"Anthony Hopkins","actor","Silence of the Lambs, The", "true"
"Anthony Hopkins","actor","Hannibal", "true"
"Anthony Hopkins","actor","Thor", "true"
"Anthony Hopkins","actor","The Lion in Winter", "true"
"Anthony Mackie","actor","The Hurt Locker", "true"
"Anthony Quayle","actor","Hamlet", "true"
"Anthony Quinn","actor","Lust for Life", "true"
"Anthony Quinn","actor","Lawrence of Arabia", "true"
"Anthony Quinn","actor","Alexis Zorbas", "true"
"Anthony Quinn","actor","Viva Zapata!", "true"
"Anthony Ross","actor","Country Girl, The", "true"
"Antonio Banderas","actor","Shrek Forever After", "true"
"Antonio Banderas","actor","Shrek the Third", "true"
"Antonio Banderas","actor","Shrek 2", "true"
"Arnold Moss","actor","Viva Zapata!", "true"
"Arnold Schwarzenegger","actor","True Lies", "true"
"Arnold Schwarzenegger","actor","Terminator 2: Judgment Day", "true"
"Arnold Schwarzenegger","actor","Terminator 3: Rise of the Machines", "true"
"Arnold Vosloo","actor","Mummy Returns, The", "true"
"Arnold Vosloo","actor","The Mummy", "true"
"Art Carney","actor","Harry and Tonto", "true"
"Art Chudabala","actor","Crash", "true"
"Arthur Kennedy","actor","Elmer Gantry", "true"
"Arturo de Cordova","actor","For Whom the Bell Tolls", "true"
"Ashley Greene","actor","Twilight", "true"
"Ashley Johnson","actor","What Women Want", "true"
"Asia Argento","actor","XXX", "true"
"Audrey Hepburn","actor","Roman Holiday", "true"
"Audrey Hepburn","actor","My Fair Lady", "true"
"Audrey Tautou","actor","The Da Vinci Code", "true"
"Augusta Ciolli","actor","Marty", "true"
"Ava Gardner","actor","Barefoot Contessa, The", "true"
"Avon Long","actor","Harry and Tonto", "true"
"Barbara Baxley","actor","Norma Rae", "true"
"Barbara Harris","actor","Thousand Clowns, A", "true"
"Barbara Hershey","actor","Hannah and Her Sisters", "true"
"Barbara Hershey","actor","Black Swan", "true"
"Barbara ONeil","actor","Gone with the Wind", "true"
"Barbara Rhoades","actor","Goodbye Girl, The", "true"
"Barbra Streisand","actor","Funny Girl", "true"
"Barbra Streisand","actor","Meet the Fockers", "true"
"Barry Bostwick","actor","Rocky Horror Picture Show, The", "true"
"Barry Fitzgerald","actor","Quiet Man, The", "true"
"Barry Fitzgerald","actor","None But the Lonely Heart", "true"
"Barry Fitzgerald","actor","Going My Way", "true"
"Barry Miller","actor","Saturday Night Fever", "true"
"Barry Pearl","actor","Grease", "true"
"Barry Pepper","actor","True Grit", "true"
"Barry Sullivan","actor","Bad and the Beautiful, The", "true"
"Barton MacLane","actor","Treasure of the Sierra Madre, The", "true"
"Beah Richards","actor","Guess Whos Coming to Dinner", "true"
"Beatrice Straight","actor","Network", "true"
"Beau Bridges","actor","Norma Rae", "true"
"Bee Vang","actor","Gran Torino", "true"
"Bembol Roco","actor","Year of Living Dangerously, The", "true"
"Ben Affleck","actor","Armageddon", "true"
"Ben Affleck","actor","Pearl Harbor", "true"
"Ben Affleck","actor","Good Will Hunting", "true"
"Ben Bard","actor","Seventh Heaven", "true"
"Ben Barnes","actor","The Chronicles of Narnia: Prince Caspian", "true"
"Ben Burtt","actor","WALL-E", "true"
"Ben Cooper","actor","Rose Tattoo, The", "true"
"Ben Cross","actor","Chariots of Fire", "true"
"Ben Johnson","actor","Last Picture Show, The", "true"
"Ben Kingsley","actor","Gandhi", "true"
"Ben Kingsley","actor","Schindlers List", "true"
"Ben Stiller","actor","Madagascar 3: Europes Most Wanted", "true"
"Ben Stiller","actor","Madagascar", "true"
"Ben Stiller","actor","Meet the Fockers", "true"
"Ben Stiller","actor","Theres Something About Mary", "true"
"Ben Stiller","actor","Night at the Museum: Battle of the Smithsonian", "true"
"Ben Stiller","actor","Meet the Parents", "true"
"Ben Stiller","actor","Night at the Museum", "true"
"Ben Stiller","actor","Madagascar: Escape 2 Africa", "true"
"Ben Wright","actor","One Hundred and One Dalmatians", "true"
"Benicio Del Toro","actor","Traffic", "true"
"Benicio Del Toro","actor","Usual Suspects, The", "true"
"Berenice Bejo","actor","The Artist", "true"
"Bernie Coulson","actor","Accused, The", "true"
"Beryl Mercer","actor","Cavalcade", "true"
"Bessie Love","actor","Broadway Melody, The", "true"
"Betsy Blair","actor","Marty", "true"
"Betsy Palmer","actor","Mister Roberts", "true"
"Bette Davis","actor","All About Eve", "true"
"Bette Davis","actor","Dangerous", "true"
"Bette Davis","actor","Jezebel", "true"
"Bette Davis","actor","Great Lie, The", "true"
"Bette Davis","actor","Watch on the Rhine", "true"
"Betty Buckley","actor","Tender Mercies", "true"
"Betty Hutton","actor","Greatest Show on Earth, The", "true"
"Betty Lou Gerson","actor","One Hundred and One Dalmatians", "true"
"Betty White","actor","The Proposal", "true"
"Betty White","actor","The Lorax", "true"
"Beulah Bondi","actor","Watch on the Rhine", "true"
"Beyonce Knowles","actor","Dreamgirls", "true"
"Beyonce Knowles","actor","Austin Powers in Goldmember", "true"
"Bill Anderson Jr.","actor","Coal Miners Daughter", "true"
"Bill Cobbs","actor","Night at the Museum", "true"
"Bill Goodwin","actor","To Each His Own", "true"
"Bill Irwin","actor","How the Grinch Stole Christmas", "true"
"Bill Murray","actor","Ghostbusters", "true"
"Bill Nighy","actor","Harry Potter and the Deathly Hallows: Part 1", "true"
"Bill Nighy","actor","Pirates of the Caribbean: Dead Mans Chest", "true"
"Bill Paxton","actor","Titanic", "true"
"Bill Paxton","actor","Apollo 13", "true"
"Bill Paxton","actor","Twister", "true"
"Bill Paxton","actor","True Lies", "true"
"Bill Pullman","actor","Independence Day", "true"
"Billy Bob Thornton","actor","Monsters Ball", "true"
"Billy Bob Thornton","actor","Armageddon", "true"
"Billy Burke","actor","Twilight", "true"
"Billy Burke","actor","The Twilight Saga: Breaking Dawn - Part 1", "true"
"Billy Burke","actor","New Moon", "true"
"Billy Connolly","actor","Brave", "true"
"Billy Crudup","actor","Mission: Impossible III", "true"
"Billy Crystal","actor","Monsters, Inc.", "true"
"Billy Crystal","actor","City Slickers", "true"
"Billy Dee Williams","actor","Star Wars: Episode V - The Empire Strikes Back", "true"
"Billy Dee Williams","actor","Star Wars: Episode VI - Return of the Jedi", "true"
"Billy Green Bush","actor","Alice Doesnt Live Here Anymore", "true"
"Billy Zane","actor","Titanic", "true"
"Bing Crosby","actor","Going My Way", "true"
"Bing Crosby","actor","Country Girl, The", "true"
"Blythe Danner","actor","Meet the Fockers", "true"
"Blythe Danner","actor","Meet the Parents", "true"
"Bob Griffin","actor","Blair Witch Project, The", "true"
"Bob Gunton","actor","Patch Adams", "true"
"Bob Hoskins","actor","Who Framed Roger Rabbit", "true"
"Bob Newhart","actor","Elf", "true"
"Bob Peck","actor","Jurassic Park", "true"
"Bob Peterson","actor","Up", "true"
"Bonnie Hunt","actor","Cheaper by the Dozen", "true"
"Bonnie Hunt","actor","Cars", "true"
"Bonnie Hunt","actor","Green Mile, The", "true"
"Brad Garrett","actor","Finding Nemo", "true"
"Brad Pitt","actor","Inglourious Basterds", "true"
"Brad Pitt","actor","Mr. & Mrs. Smith", "true"
"Bradley Cooper","actor","The Hangover Part II", "true"
"Bradley Cooper","actor","The Hangover", "true"
"Brandon De Wilde","actor","Hud", "true"
"Brandon Routh","actor","Superman Returns", "true"
"Brawley Nolte","actor","Ransom", "true"
"Brenda Fricker","actor","My Left Foot", "true"
"Brenda Vaccaro","actor","Midnight Cowboy", "true"
"Brendan Fraser","actor","Mummy Returns, The", "true"
"Brendan Fraser","actor","The Mummy", "true"
"Brendan Gleeson","actor","Cold Mountain", "true"
"Brendan Sexton III","actor","Boys Dont Cry", "true"
"Brian Blessed","actor","Tarzan", "true"
"Brian Cox","actor","The Bourne Supremacy", "true"
"Brian Cox","actor","Rise of the Planet of the Apes", "true"
"Brian Cox","actor","Troy", "true"
"Brian Dennehy","actor","Cocoon", "true"
"Brian Dennehy","actor","Ratatouille", "true"
"Brian Geraghty","actor","The Hurt Locker", "true"
"Brian Haley","actor","Gran Torino", "true"
"Brian Howe","actor","The Pursuit of Happyness", "true"
"Bridget Moynahan","actor","I, Robot", "true"
"Brittany Murphy","actor","Girl, Interrupted", "true"
"Broderick Crawford","actor","All the Kings Men", "true"
"Broderick Crawford","actor","Born Yesterday", "true"
"Bronwen Coleman","actor","Capote", "true"
"Bruce Bennett","actor","Treasure of the Sierra Madre, The", "true"
"Bruce Bennett","actor","More the Merrier, The", "true"
"Bruce Boxleitner","actor","TRON: Legacy", "true"
"Bruce Dern","actor","Coming Home", "true"
"Bruce Dern","actor","Monster", "true"
"Bruce Greenwood","actor","I, Robot", "true"
"Bruce Greenwood","actor","Star Trek", "true"
"Bruce Willis","actor","Sixth Sense, The", "true"
"Bruce Willis","actor","Over the Hedge", "true"
"Bruce Willis","actor","Armageddon", "true"
"Bruno Kirby","actor","City Slickers", "true"
"Bryan Larkin","actor","Born on the Fourth of July", "true"
"Bryce Dallas Howard","actor","The Help", "true"
"Bryce Dallas Howard","actor","The Twilight Saga: Eclipse", "true"
"Bud Cort","actor","Pollock", "true"
"Burgess Meredith","actor","Rocky", "true"
"Burl Ives","actor","East of Eden", "true"
"Burl Ives","actor","Big Country, The", "true"
"Burt Lancaster","actor","From Here to Eternity", "true"
"Burt Lancaster","actor","Airport", "true"
"Burt Lancaster","actor","Come Back, Little Sheba", "true"
"Burt Lancaster","actor","Rose Tattoo, The", "true"
"Burt Lancaster","actor","Elmer Gantry", "true"
"Burt Lancaster","actor","Judgment at Nuremberg", "true"
"Burt Lancaster","actor","Separate Tables", "true"
"Burt Reynolds","actor","The Longest Yard", "true"
"Burt Young","actor","Rocky", "true"
"Buzz Kilman","actor","Philadelphia", "true"
"C. Aubrey Smith","actor","Morning Glory", "true"
"Cameron Diaz","actor","Shrek 2", "true"
"Cameron Diaz","actor","Shrek Forever After", "true"
"Cameron Diaz","actor","Shrek", "true"
"Cameron Diaz","actor","Shrek the Third", "true"
"Cameron Diaz","actor","Theres Something About Mary", "true"
"Cameron Richardson","actor","Alvin and the Chipmunks", "true"
"Candice Bergen","actor","Gandhi", "true"
"Cantinflas","actor","Around the World in Eighty Days", "true"
"Cara Seymour","actor","Adaptation.", "true"
"Carey Loftin","actor","Patton", "true"
"Carl Weathers","actor","Rocky", "true"
"Carla Gugino","actor","Night at the Museum", "true"
"Carlin Glynn","actor","Trip to Bountiful, The", "true"
"Carlo Ninchi","actor","Ciociara, La", "true"
"Carlos Alazraqui","actor","Happy Feet", "true"
"Carmen Electra","actor","Scary Movie", "true"
"Carol Burnett","actor","Horton Hears a Who!", "true"
"Carol DeLuise","actor","Sunshine Boys, The", "true"
"Carol Florence","actor","Oceans Eleven", "true"
"Carol Kane","actor","Annie Hall", "true"
"Caroline Goodall","actor","Schindlers List", "true"
"Caroline Kava","actor","Born on the Fourth of July", "true"
"Carrie Fisher","actor","Star Wars: Episode V - The Empire Strikes Back", "true"
"Carrie Fisher","actor","Star Wars: Episode VI - Return of the Jedi", "true"
"Carrie Fisher","actor","Hannah and Her Sisters", "true"
"Carrie Fisher","actor","Star Wars", "true"
"Carrie Snodgress","actor","Blue Sky", "true"
"Carrie-Anne Moss","actor","Matrix, The", "true"
"Carroll Baker","actor","Giant", "true"
"Carroll Baker","actor","Big Country, The", "true"
"Cary Elwes","actor","Twister", "true"
"Cary Elwes","actor","Liar Liar", "true"
"Cary Elwes","actor","Glory", "true"
"Cary Grant","actor","Philadelphia Story, The", "true"
"Cary Grant","actor","Suspicion", "true"
"Cary Grant","actor","None But the Lonely Heart", "true"
"Cary Grant","actor","Awful Truth, The", "true"
"Cate Bauer","actor","One Hundred and One Dalmatians", "true"
"Cate Blanchett","actor","The Aviator", "true"
"Cate Blanchett","actor","Indiana Jones and the Kingdom of the Crystal Skull", "true"
"Cate Blanchett","actor","Lord of the Rings: The Fellowship of the Ring, The", "true"
"Catherine Bell","actor","Bruce Almighty", "true"
"Catherine OHara","actor","Home Alone 2: Lost in New York", "true"
"Catherine Zeta-Jones","actor","Chicago", "true"
"Cathy Moriarty","actor","Raging Bull", "true"
"Cec Linder","actor","Touch of Class, A", "true"
"Cecelia Ann Birt","actor","Oceans Eleven", "true"
"Cecil Cunningham","actor","Awful Truth, The", "true"
"Cecil Kellaway","actor","Harvey", "true"
"Cecil Kellaway","actor","Guess Whos Coming to Dinner", "true"
"Cedric Hardwicke","actor","Suspicion", "true"
"Celeste Holm","actor","Gentlemans Agreement", "true"
"Celeste Holm","actor","All About Eve", "true"
"Celia Johnson","actor","Prime of Miss Jean Brodie, The", "true"
"Charles Buddy Rogers","actor","Wings", "true"
"Charles Bickford","actor","Johnny Belinda", "true"
"Charles Bickford","actor","Song of Bernadette, The", "true"
"Charles Bickford","actor","Farmers Daughter, The", "true"
"Charles Boyer","actor","Gaslight", "true"
"Charles Cioffi","actor","Klute", "true"
"Charles Coburn","actor","More the Merrier, The", "true"
"Charles Drake","actor","Harvey", "true"
"Charles Durning","actor","Tootsie", "true"
"Charles Durning","actor","Sting, The", "true"
"Charles Farrell","actor","Seventh Heaven", "true"
"Charles Fleischer","actor","Who Framed Roger Rabbit", "true"
"Charles King","actor","Broadway Melody, The", "true"
"Charles Laughton","actor","Private Life of Henry VIII., The", "true"
"Charles Laughton","actor","Mutiny on the Bounty", "true"
"Charles Laughton","actor","Spartacus", "true"
"Charles Martin Smith","actor","Untouchables, The", "true"
"Charles Napier","actor","Rambo: First Blood Part II", "true"
"Charley Grapewin","actor","Captains Courageous", "true"
"Charley Grapewin","actor","Good Earth, The", "true"
"Charley Grapewin","actor","Grapes of Wrath, The", "true"
"Charlie Sheen","actor","Platoon", "true"
"Charlie Sheen","actor","Wall Street", "true"
"Charlie Tahan","actor","I Am Legend", "true"
"Charlize Theron","actor","Cider House Rules, The", "true"
"Charlize Theron","actor","Monster", "true"
"Charlize Theron","actor","Hancock", "true"
"Charlton Heston","actor","Big Country, The", "true"
"Charlton Heston","actor","Ben-Hur", "true"
"Charlton Heston","actor","Greatest Show on Earth, The", "true"
"Cheech Marin","actor","Cars", "true"
"Cher","actor","Moonstruck", "true"
"Cherry Jones","actor","Signs", "true"
"Chip Taylor","actor","Melvin and Howard", "true"
"Chiwetel Ejiofor","actor","2012", "true"
"Chloe Sevigny","actor","Boys Dont Cry", "true"
"Chris Cooper","actor","Adaptation.", "true"
"Chris Elliott","actor","Theres Something About Mary", "true"
"Chris Evans","actor","Fantastic Four", "true"
"Chris Evans","actor","The Avengers", "true"
"Chris Evans","actor","Captain America: The First Avenger", "true"
"Chris Haywood","actor","Shine", "true"
"Chris Hemsworth","actor","Thor", "true"
"Chris Hemsworth","actor","The Avengers", "true"
"Chris Klein","actor","American Pie 2", "true"
"Chris Noth","actor","Sex and the City", "true"
"Chris ODonnell","actor","Scent of a Woman", "true"
"Chris ODonnell","actor","Batman Forever", "true"
"Chris Pine","actor","Star Trek", "true"
"Chris Rock","actor","Madagascar: Escape 2 Africa", "true"
"Chris Rock","actor","Madagascar 3: Europes Most Wanted", "true"
"Chris Rock","actor","Grown Ups", "true"
"Chris Rock","actor","Madagascar", "true"
"Chris Rock","actor","The Longest Yard", "true"
"Chris Rock","actor","Lethal Weapon 4", "true"
"Chris Sanders","actor","Lilo & Stitch", "true"
"Chris Tucker","actor","Rush Hour 3", "true"
"Chris Tucker","actor","Rush Hour 2", "true"
"Christian Bale","actor","The Dark Knight Rises", "true"
"Christian Bale","actor","The Fighter", "true"
"Christian Bale","actor","Batman Begins", "true"
"Christian Bale","actor","The Dark Knight", "true"
"Christian Slater","actor","Robin Hood: Prince of Thieves", "true"
"Christina Jastrzembska","actor","New Moon", "true"
"Christina Ricci","actor","Monster", "true"
"Christine Anu","actor","Matrix Reloaded, The", "true"
"Christine Baranski","actor","How the Grinch Stole Christmas", "true"
"Christoph Waltz","actor","Inglourious Basterds", "true"
"Christopher Carley","actor","Gran Torino", "true"
"Christopher Eccleston","actor","G.I. Joe: The Rise of Cobra", "true"
"Christopher Evan Welch","actor","Vicky Cristina Barcelona", "true"
"Christopher Jones","actor","Ryans Daughter", "true"
"Christopher Lee","actor","Star Wars: Episode II - Attack of the Clones", "true"
"Christopher Lloyd","actor","Who Framed Roger Rabbit", "true"
"Christopher Lloyd","actor","Back to the Future", "true"
"Christopher Plummer","actor","Beautiful Mind, A", "true"
"Christopher Plummer","actor","Syriana", "true"
"Christopher Plummer","actor","Beginners", "true"
"Christopher Plummer","actor","Sound of Music, The", "true"
"Christopher Plummer","actor","Up", "true"
"Christopher Reeve","actor","Superman", "true"
"Christopher Walken","actor","Click", "true"
"Christopher Walken","actor","Batman Returns", "true"
"Christopher Walken","actor","Wedding Crashers", "true"
"Christopher Walken","actor","Deer Hunter, The", "true"
"Christopher Walken","actor","Catch Me If You Can", "true"
"Chuck Pfeiffer","actor","Wall Street", "true"
"Claire Bloom","actor","Charly", "true"
"Claire Danes","actor","Terminator 3: Rise of the Machines", "true"
"Claire Trevor","actor","Stagecoach", "true"
"Claire Trevor","actor","Key Largo", "true"
"Clara Bow","actor","Wings", "true"
"Clark Gable","actor","Mutiny on the Bounty", "true"
"Clark Gable","actor","It Happened One Night", "true"
"Clark Gable","actor","Free Soul, A", "true"
"Claude Rains","actor","Casablanca", "true"
"Claudette Colbert","actor","It Happened One Night", "true"
"Claudia Gerini","actor","Passion of the Christ, The", "true"
"Clea DuVall","actor","Girl, Interrupted", "true"
"Cliff Edwards","actor","Sin of Madelon Claudet, The", "true"
"Cliff Osmond","actor","Fortune Cookie, The", "true"
"Cliff Robertson","actor","Charly", "true"
"Cliff Robertson","actor","Spider-Man", "true"
"Clifton Powell","actor","Ray", "true"
"Clifton Webb","actor","Razors Edge, The", "true"
"Clint Eastwood","actor","Gran Torino", "true"
"Clint Eastwood","actor","Unforgiven", "true"
"Clint Eastwood","actor","Million Dollar Baby", "true"
"Clive Brook","actor","Cavalcade", "true"
"Cloris Leachman","actor","Last Picture Show, The", "true"
"Cole Sprouse","actor","Big Daddy", "true"
"Colin Farrell","actor","Minority Report", "true"
"Colin Firth","actor","The Kings Speech", "true"
"Colin Firth","actor","Mamma Mia!", "true"
"Colin Hanks","actor","King Kong", "true"
"Connie Nielsen","actor","Gladiator", "true"
"Conrad Veidt","actor","Casablanca", "true"
"Corinne Griffith","actor","Divine Lady, The", "true"
"Cornel Wilde","actor","Greatest Show on Earth, The", "true"
"Craig Archibald","actor","Capote", "true"
"Craig Ferguson","actor","How to Train Your Dragon", "true"
"Craig T. Nelson","actor","The Incredibles", "true"
"Craig T. Nelson","actor","The Proposal", "true"
"Craig T. Nelson","actor","Killing Fields, The", "true"
"Crispin Glover","actor","Back to the Future", "true"
"Crispin Glover","actor","Alice in Wonderland", "true"
"Cuba Gooding Jr.","actor","Jerry Maguire", "true"
"Cuba Gooding Jr.","actor","As Good As It Gets", "true"
"Cuba Gooding Jr.","actor","Pearl Harbor", "true"
"Cybill Shepherd","actor","Last Picture Show, The", "true"
"Cynthia Nixon","actor","Sex and the City", "true"
"D.B. Sweeney","actor","Dinosaur", "true"
"Dabney Coleman","actor","On Golden Pond", "true"
"Dabney Coleman","actor","Tootsie", "true"
"Dakota Fanning","actor","War of the Worlds", "true"
"Dallas Roberts","actor","Walk the Line", "true"
"Dame May Whitty","actor","Mrs. Miniver", "true"
"Dame May Whitty","actor","Gaslight", "true"
"Dame May Whitty","actor","Suspicion", "true"
"Dan Aykroyd","actor","Ghostbusters", "true"
"Dan Aykroyd","actor","Driving Miss Daisy", "true"
"Dan Castellaneta","actor","The Simpsons Movie", "true"
"Dana Andrews","actor","Best Years of Our Lives, The", "true"
"Daniel Craig","actor","Quantum of Solace", "true"
"Daniel Craig","actor","Casino Royale", "true"
"Daniel Craig","actor","Lara Croft: Tomb Raider", "true"
"Daniel Day-Lewis","actor","There Will Be Blood", "true"
"Daniel Day-Lewis","actor","My Left Foot", "true"
"Daniel Gerroll","actor","Chariots of Fire", "true"
"Daniel London","actor","Patch Adams", "true"
"Daniel Radcliffe","actor","Harry Potter and the Half-Blood Prince", "true"
"Daniel Radcliffe","actor","Harry Potter and the Sorcerers Stone", "true"
"Daniel Radcliffe","actor","Harry Potter and the Prisoner of Azkaban", "true"
"Daniel Radcliffe","actor","Harry Potter and the Goblet of Fire", "true"
"Daniel Radcliffe","actor","Harry Potter and the Deathly Hallows: Part 1", "true"
"Daniel Radcliffe","actor","Harry Potter and the Order of the Phoenix", "true"
"Daniel Radcliffe","actor","Harry Potter and the Chamber of Secrets", "true"
"Daniel Radcliffe","actor","Harry Potter and the Deathly Hallows: Part 2", "true"
"Daniel Stern","actor","Home Alone 2: Lost in New York", "true"
"Daniel Stern","actor","Home Alone", "true"
"Daniel Stern","actor","City Slickers", "true"
"Daniele Harford","actor","The Constant Gardener", "true"
"Danielle Skraastad","actor","Michael Clayton", "true"
"Danny Aiello","actor","Moonstruck", "true"
"Danny DeVito","actor","The Lorax", "true"
"Danny DeVito","actor","Terms of Endearment", "true"
"Danny DeVito","actor","Batman Returns", "true"
"Danny Glover","actor","Lethal Weapon 2", "true"
"Danny Glover","actor","Lethal Weapon 4", "true"
"Danny Glover","actor","Dreamgirls", "true"
"Danny Glover","actor","Lethal Weapon 3", "true"
